index,date,temperature,precipitation,humidity,location
166,6/16,23.0,9.8,76.8,Tokyo
167,6/17,23.62,5.7,74.6,Tokyo
168,6/18,23.86,4.2,72.6,Tokyo
169,6/19,24.48,16.6,73.4,Tokyo
170,6/20,24.78,1.8,73.4,Tokyo
171,6/21,24.3,2.8,74.8,Tokyo
172,6/22,23.94,10.8,75.8,Tokyo
173,6/23,24.44,4.4,72.8,Tokyo
174,6/24,24.540000000000003,1.7,70.4,Tokyo
175,6/25,23.119999999999997,1.1,71.8,Tokyo
176,6/26,22.48,7.5,74.6,Tokyo
177,6/27,23.28,2.9,73.8,Tokyo
178,6/28,24.599999999999998,3.4,75.4,Tokyo
179,6/29,25.38,6.3,73.2,Tokyo
180,6/30,25.080000000000002,2.0,70.8,Tokyo
181,7/1,25.339999999999996,1.9,70.2,Tokyo
182,7/2,25.2,1.6,71.6,Tokyo
183,7/3,25.240000000000002,2.4,74.6,Tokyo
184,7/4,25.68,3.9,78.0,Tokyo
185,7/5,26.060000000000002,2.4,76.8,Tokyo
186,7/6,26.76,1.7,72.4,Tokyo
187,7/7,25.619999999999997,8.7,80.2,Tokyo
188,7/8,26.76,2.1,72.2,Tokyo
189,7/9,26.82,6.6,74.2,Tokyo
190,7/10,27.98,0.7,70.4,Tokyo
191,7/11,28.26,1.8,72.2,Tokyo
192,7/12,28.579999999999995,0.9,70.6,Tokyo
193,7/13,27.48,2.8,73.4,Tokyo
194,7/14,28.279999999999994,15.8,71.0,Tokyo
195,7/15,28.72,0.0,66.2,Tokyo
196,7/16,28.060000000000002,0.0,68.6,Tokyo
197,7/17,27.9,2.1,70.0,Tokyo
198,7/18,27.9,0.7,72.4,Tokyo
199,7/19,27.020000000000003,2.0,72.0,Tokyo
200,7/20,25.119999999999997,13.2,73.4,Tokyo
201,7/21,24.32,1.4,70.6,Tokyo
202,7/22,25.48,0.0,70.8,Tokyo
203,7/23,27.28,5.1,70.0,Tokyo
204,7/24,27.98,1.7,71.4,Tokyo
205,7/25,28.76,0.0,69.4,Tokyo
206,7/26,29.160000000000004,0.1,71.0,Tokyo
207,7/27,29.159999999999997,4.5,70.0,Tokyo
208,7/28,28.3,0.6,67.2,Tokyo
209,7/29,27.24,3.7,74.4,Tokyo
210,7/30,27.559999999999995,6.7,75.2,Tokyo
211,7/31,27.72,0.0,73.2,Tokyo
212,8/1,28.2,0.1,72.4,Tokyo
213,8/2,28.32,0.0,68.8,Tokyo
214,8/3,28.620000000000005,3.1,68.2,Tokyo
215,8/4,28.820000000000004,0.9,70.8,Tokyo
216,8/5,29.559999999999995,0.9,70.2,Tokyo
217,8/6,29.1,5.2,72.2,Tokyo
218,8/7,29.3,4.0,67.0,Tokyo
219,8/8,28.72,0.0,66.6,Tokyo
220,8/9,27.76,4.9,71.8,Tokyo
221,8/10,28.96,9.4,73.0,Tokyo
222,8/11,30.2,0.0,68.8,Tokyo
223,8/12,29.02,1.0,71.2,Tokyo
224,8/13,28.959999999999997,1.3,69.8,Tokyo
225,8/14,29.060000000000002,4.1,72.4,Tokyo
226,8/15,30.060000000000002,0.0,68.4,Tokyo
227,8/16,29.860000000000003,0.3,70.0,Tokyo
228,8/17,29.859999999999996,0.0,68.2,Tokyo
229,8/18,29.8,1.6,68.4,Tokyo
230,8/19,28.72,11.4,70.0,Tokyo
231,8/20,28.439999999999998,0.0,68.4,Tokyo
232,8/21,27.7,7.5,73.6,Tokyo
233,8/22,27.879999999999995,5.2,74.2,Tokyo
234,8/23,28.420000000000005,1.5,73.2,Tokyo
235,8/24,29.04,0.1,68.6,Tokyo
236,8/25,27.939999999999998,1.2,71.4,Tokyo
237,8/26,27.619999999999997,18.6,70.2,Tokyo
238,8/27,26.179999999999996,8.2,72.6,Tokyo
239,8/28,26.840000000000003,1.4,68.6,Tokyo
240,8/29,27.380000000000003,0.1,69.6,Tokyo
241,8/30,28.2,6.1,68.0,Tokyo
242,8/31,28.160000000000004,1.9,70.4,Tokyo
243,9/1,27.8,12.6,73.6,Tokyo
244,9/2,27.580000000000002,8.9,72.0,Tokyo
245,9/3,27.82,3.9,70.0,Tokyo
246,9/4,27.759999999999998,4.1,71.2,Tokyo
247,9/5,28.1,7.8,74.0,Tokyo
248,9/6,26.98,5.1,73.0,Tokyo
249,9/7,26.22,1.0,69.4,Tokyo
250,9/8,25.380000000000003,30.0,77.0,Tokyo
251,9/9,25.860000000000003,0.5,68.2,Tokyo
252,9/10,26.3,16.5,69.4,Tokyo
253,9/11,26.26,1.6,73.0,Tokyo
254,9/12,27.119999999999997,0.0,65.8,Tokyo
255,9/13,27.419999999999998,0.2,67.2,Tokyo
256,9/14,27.060000000000002,0.6,67.4,Tokyo
257,9/15,26.080000000000002,15.9,71.0,Tokyo
258,9/16,25.74,24.6,73.4,Tokyo
259,9/17,25.44,1.7,65.6,Tokyo
260,9/18,25.68,1.1,61.0,Tokyo
261,9/19,24.92,7.3,65.0,Tokyo
262,9/20,23.76,4.3,71.6,Tokyo
263,9/21,24.32,28.0,71.0,Tokyo
264,9/22,24.339999999999996,3.1,70.0,Tokyo
265,9/23,20.9,21.0,71.0,Tokyo
266,9/24,21.419999999999998,7.7,68.0,Tokyo
267,9/25,21.22,13.7,73.6,Tokyo
268,9/26,21.0,2.1,65.0,Tokyo
269,9/27,19.54,10.8,64.2,Tokyo
270,9/28,20.740000000000002,13.0,67.4,Tokyo
271,9/29,22.979999999999997,0.0,59.6,Tokyo
272,9/30,23.28,5.8,68.2,Tokyo
273,10/1,22.7,1.9,69.0,Tokyo
274,10/2,21.700000000000003,7.0,71.8,Tokyo
275,10/3,22.12,2.7,64.8,Tokyo
276,10/4,20.78,7.1,66.6,Tokyo
277,10/5,19.46,46.4,81.2,Tokyo
278,10/6,21.82,27.0,76.2,Tokyo
279,10/7,20.98,3.0,66.6,Tokyo
280,10/8,21.219999999999995,0.0,62.6,Tokyo
281,10/9,20.76,6.0,69.8,Tokyo
282,10/10,21.360000000000003,12.2,72.4,Tokyo
283,10/11,22.279999999999998,0.1,66.0,Tokyo
284,10/12,21.72,0.6,61.0,Tokyo
285,10/13,20.78,10.3,57.4,Tokyo
286,10/14,20.880000000000003,3.8,62.6,Tokyo
287,10/15,20.14,16.1,71.6,Tokyo
288,10/16,20.44,37.2,61.6,Tokyo
289,10/17,19.3,3.9,59.4,Tokyo
290,10/18,18.2,4.3,61.0,Tokyo
291,10/19,17.06,3.2,62.8,Tokyo
292,10/20,17.859999999999996,12.2,68.6,Tokyo
293,10/21,18.64,1.6,74.2,Tokyo
294,10/22,18.339999999999996,12.7,75.2,Tokyo
295,10/23,18.279999999999998,2.3,71.6,Tokyo
296,10/24,17.2,3.6,67.2,Tokyo
297,10/25,18.520000000000003,3.2,73.2,Tokyo
298,10/26,17.440000000000005,8.1,64.4,Tokyo
299,10/27,16.34,0.0,53.6,Tokyo
300,10/28,14.559999999999999,10.8,60.2,Tokyo
301,10/29,15.739999999999998,2.7,61.8,Tokyo
302,10/30,15.9,11.7,65.2,Tokyo
303,10/31,17.139999999999997,0.2,64.8,Tokyo
304,11/1,16.72,12.0,67.0,Tokyo
305,11/2,16.72,0.2,61.4,Tokyo
306,11/3,16.48,0.0,52.2,Tokyo
307,11/4,15.64,1.0,56.4,Tokyo
308,11/5,15.5,0.3,60.2,Tokyo
309,11/6,16.240000000000002,10.0,73.2,Tokyo
310,11/7,16.54,0.9,65.2,Tokyo
311,11/8,15.6,0.2,55.4,Tokyo
312,11/9,15.160000000000002,0.2,56.2,Tokyo
313,11/10,15.7,0.1,55.8,Tokyo
314,11/11,13.34,6.9,63.2,Tokyo
315,11/12,14.14,1.2,70.0,Tokyo
316,11/13,14.74,0.0,55.6,Tokyo
317,11/14,13.940000000000001,1.1,52.8,Tokyo
318,11/15,12.319999999999999,1.5,54.6,Tokyo
319,11/16,12.260000000000002,0.0,49.6,Tokyo
320,11/17,12.64,12.9,60.6,Tokyo
321,11/18,12.7,0.1,52.0,Tokyo
322,11/19,12.28,15.6,53.6,Tokyo
323,11/20,12.760000000000002,3.5,58.0,Tokyo
324,11/21,12.48,0.0,53.6,Tokyo
325,11/22,12.459999999999999,0.7,58.4,Tokyo
326,11/23,12.64,4.7,62.4,Tokyo
327,11/24,12.180000000000001,0.1,54.0,Tokyo
328,11/25,11.4,6.4,60.4,Tokyo
329,11/26,11.36,14.6,64.2,Tokyo
330,11/27,11.98,0.3,52.4,Tokyo
331,11/28,12.1,0.1,57.0,Tokyo
332,11/29,12.080000000000002,2.3,55.2,Tokyo
333,11/30,12.52,0.2,60.2,Tokyo
334,12/1,10.5,3.1,68.0,Tokyo
335,12/2,9.100000000000001,1.125,59.0,Tokyo
336,12/3,11.625,28.0,69.25,Tokyo
337,12/4,11.8,0.375,54.5,Tokyo
338,12/5,11.025,0.0,51.0,Tokyo
339,12/6,11.325,2.375,53.25,Tokyo
340,12/7,10.375,0.0,52.0,Tokyo
341,12/8,8.825,2.75,51.75,Tokyo
342,12/9,7.35,1.0,48.0,Tokyo
343,12/10,8.2,2.375,46.25,Tokyo
344,12/11,9.5,0.0,45.75,Tokyo
345,12/12,9.675,0.0,42.25,Tokyo
346,12/13,8.675,2.375,50.25,Tokyo
347,12/14,8.5,2.5,56.25,Tokyo
348,12/15,8.85,0.5,57.25,Tokyo
349,12/16,8.825,0.125,46.75,Tokyo
350,12/17,7.55,0.375,48.25,Tokyo
351,12/18,8.05,2.25,53.75,Tokyo
352,12/19,6.575,6.625,54.5,Tokyo
353,12/20,7.6,3.125,50.75,Tokyo
354,12/21,7.325,3.75,54.0,Tokyo
355,12/22,8.375,11.25,58.5,Tokyo
356,12/23,7.9,0.0,41.5,Tokyo
357,12/24,6.6,0.0,39.25,Tokyo
358,12/25,5.5,0.0,42.5,Tokyo
359,12/26,5.575,0.125,40.75,Tokyo
360,12/27,5.825,0.375,41.25,Tokyo
361,12/28,5.75,0.625,42.25,Tokyo
362,12/29,6.625,0.25,49.75,Tokyo
363,12/30,5.925000000000001,10.0,54.5,Tokyo
364,12/31,6.775,0.0,44.25,Tokyo
365,2/29,2.3,18.5,86.0,Tokyo
